Variable,Description
sp1repwgt70,replicate weight for split sample group 1
sp1repwgt71,replicate weight for split sample group 1
sp1repwgt72,replicate weight for split sample group 1
sp1repwgt73,replicate weight for split sample group 1
sp1repwgt74,replicate weight for split sample group 1
sp1repwgt75,replicate weight for split sample group 1
sp1repwgt76,replicate weight for split sample group 1
sp1repwgt77,replicate weight for split sample group 1
sp1repwgt78,replicate weight for split sample group 1
sp1repwgt79,replicate weight for split sample group 1
sp1repwgt80,replicate weight for split sample group 1
sp1repwgt81,replicate weight for split sample group 1
sp1repwgt82,replicate weight for split sample group 1
sp1repwgt83,replicate weight for split sample group 1
sp1repwgt84,replicate weight for split sample group 1
sp1repwgt85,replicate weight for split sample group 1
sp1repwgt86,replicate weight for split sample group 1
sp1repwgt87,replicate weight for split sample group 1
sp1repwgt88,replicate weight for split sample group 1
sp1repwgt89,replicate weight for split sample group 1
sp1repwgt90,replicate weight for split sample group 1
sp1repwgt91,replicate weight for split sample group 1
sp1repwgt92,replicate weight for split sample group 1
sp1repwgt93,replicate weight for split sample group 1
sp1repwgt94,replicate weight for split sample group 1
sp1repwgt95,replicate weight for split sample group 1
sp1repwgt96,replicate weight for split sample group 1
sp1repwgt97,replicate weight for split sample group 1
sp1repwgt98,replicate weight for split sample group 1
sp1repwgt99,replicate weight for split sample group 1
sp1repwgt100,replicate weight for split sample group 1
sp1repwgt101,replicate weight for split sample group 1
sp1repwgt102,replicate weight for split sample group 1
sp1repwgt103,replicate weight for split sample group 1
sp1repwgt104,replicate weight for split sample group 1
sp1repwgt105,replicate weight for split sample group 1
sp1repwgt106,replicate weight for split sample group 1
sp1repwgt107,replicate weight for split sample group 1
sp1repwgt108,replicate weight for split sample group 1
sp1repwgt109,replicate weight for split sample group 1
sp1repwgt110,replicate weight for split sample group 1
sp1repwgt111,replicate weight for split sample group 1
sp1repwgt112,replicate weight for split sample group 1
sp1repwgt113,replicate weight for split sample group 1
sp1repwgt114,replicate weight for split sample group 1
sp1repwgt115,replicate weight for split sample group 1
sp1repwgt116,replicate weight for split sample group 1
sp1repwgt117,replicate weight for split sample group 1
sp1repwgt118,replicate weight for split sample group 1
sp1repwgt119,replicate weight for split sample group 1
sp1repwgt120,replicate weight for split sample group 1
sp1repwgt121,replicate weight for split sample group 1
sp1repwgt122,replicate weight for split sample group 1
sp1repwgt123,replicate weight for split sample group 1
sp1repwgt124,replicate weight for split sample group 1
sp1repwgt125,replicate weight for split sample group 1
sp1repwgt126,replicate weight for split sample group 1
sp1repwgt127,replicate weight for split sample group 1
sp1repwgt128,replicate weight for split sample group 1
sp1repwgt129,replicate weight for split sample group 1
sp1repwgt130,replicate weight for split sample group 1
sp1repwgt131,replicate weight for split sample group 1
sp1repwgt132,replicate weight for split sample group 1
sp1repwgt133,replicate weight for split sample group 1
sp1repwgt134,replicate weight for split sample group 1
sp1repwgt135,replicate weight for split sample group 1
sp1repwgt136,replicate weight for split sample group 1
sp1repwgt137,replicate weight for split sample group 1
sp1repwgt138,replicate weight for split sample group 1
sp1repwgt139,replicate weight for split sample group 1
sp1repwgt140,replicate weight for split sample group 1
sp1repwgt141,replicate weight for split sample group 1
sp1repwgt142,replicate weight for split sample group 1
sp1repwgt143,replicate weight for split sample group 1
sp1repwgt144,replicate weight for split sample group 1
sp1repwgt145,replicate weight for split sample group 1
sp1repwgt146,replicate weight for split sample group 1
sp1repwgt147,replicate weight for split sample group 1
sp1repwgt148,replicate weight for split sample group 1
sp1repwgt149,replicate weight for split sample group 1
sp1repwgt150,replicate weight for split sample group 1
sp1repwgt151,replicate weight for split sample group 1
sp1repwgt152,replicate weight for split sample group 1
sp1repwgt153,replicate weight for split sample group 1
sp1repwgt154,replicate weight for split sample group 1
sp1repwgt155,replicate weight for split sample group 1
sp1repwgt156,replicate weight for split sample group 1
sp1repwgt157,replicate weight for split sample group 1
sp1repwgt158,replicate weight for split sample group 1
sp1repwgt159,replicate weight for split sample group 1
sp1repwgt160,replicate weight for split sample group 1
sp2repwgt1,replicate weight for split sample group 2
sp2repwgt2,replicate weight for split sample group 2
sp2repwgt3,replicate weight for split sample group 2
sp2repwgt4,replicate weight for split sample group 2
sp2repwgt5,replicate weight for split sample group 2
sp2repwgt6,replicate weight for split sample group 2
sp2repwgt7,replicate weight for split sample group 2
sp2repwgt8,replicate weight for split sample group 2
sp2repwgt9,replicate weight for split sample group 2
sp2repwgt10,replicate weight for split sample group 2
sp2repwgt11,replicate weight for split sample group 2
sp2repwgt12,replicate weight for split sample group 2
sp2repwgt13,replicate weight for split sample group 2
sp2repwgt14,replicate weight for split sample group 2
sp2repwgt15,replicate weight for split sample group 2
sp2repwgt16,replicate weight for split sample group 2
sp2repwgt17,replicate weight for split sample group 2
sp2repwgt18,replicate weight for split sample group 2
sp2repwgt19,replicate weight for split sample group 2
sp2repwgt20,replicate weight for split sample group 2
sp2repwgt21,replicate weight for split sample group 2
sp2repwgt22,replicate weight for split sample group 2
sp2repwgt23,replicate weight for split sample group 2
sp2repwgt24,replicate weight for split sample group 2
sp2repwgt25,replicate weight for split sample group 2
sp2repwgt26,replicate weight for split sample group 2
sp2repwgt27,replicate weight for split sample group 2
sp2repwgt28,replicate weight for split sample group 2
sp2repwgt29,replicate weight for split sample group 2
sp2repwgt30,replicate weight for split sample group 2
sp2repwgt31,replicate weight for split sample group 2
sp2repwgt32,replicate weight for split sample group 2
sp2repwgt33,replicate weight for split sample group 2
sp2repwgt34,replicate weight for split sample group 2
sp2repwgt35,replicate weight for split sample group 2
sp2repwgt36,replicate weight for split sample group 2
sp2repwgt37,replicate weight for split sample group 2
sp2repwgt38,replicate weight for split sample group 2
sp2repwgt39,replicate weight for split sample group 2
sp2repwgt40,replicate weight for split sample group 2
sp2repwgt41,replicate weight for split sample group 2
sp2repwgt42,replicate weight for split sample group 2
sp2repwgt43,replicate weight for split sample group 2
sp2repwgt44,replicate weight for split sample group 2
sp2repwgt45,replicate weight for split sample group 2
sp2repwgt46,replicate weight for split sample group 2
sp2repwgt47,replicate weight for split sample group 2
sp2repwgt48,replicate weight for split sample group 2
sp2repwgt49,replicate weight for split sample group 2
sp2repwgt50,replicate weight for split sample group 2
sp2repwgt51,replicate weight for split sample group 2
sp2repwgt52,replicate weight for split sample group 2
sp2repwgt53,replicate weight for split sample group 2
sp2repwgt54,replicate weight for split sample group 2
sp2repwgt55,replicate weight for split sample group 2
sp2repwgt56,replicate weight for split sample group 2
sp2repwgt57,replicate weight for split sample group 2
sp2repwgt58,replicate weight for split sample group 2
sp2repwgt59,replicate weight for split sample group 2
sp2repwgt60,replicate weight for split sample group 2
sp2repwgt61,replicate weight for split sample group 2
sp2repwgt62,replicate weight for split sample group 2
sp2repwgt63,replicate weight for split sample group 2
sp2repwgt64,replicate weight for split sample group 2
sp2repwgt65,replicate weight for split sample group 2
sp2repwgt66,replicate weight for split sample group 2
sp2repwgt67,replicate weight for split sample group 2
sp2repwgt68,replicate weight for split sample group 2
sp2repwgt69,replicate weight for split sample group 2
sp2repwgt70,replicate weight for split sample group 2
sp2repwgt71,replicate weight for split sample group 2
sp2repwgt72,replicate weight for split sample group 2
sp2repwgt73,replicate weight for split sample group 2
sp2repwgt74,replicate weight for split sample group 2
sp2repwgt75,replicate weight for split sample group 2
sp2repwgt76,replicate weight for split sample group 2
sp2repwgt77,replicate weight for split sample group 2
sp2repwgt78,replicate weight for split sample group 2
sp2repwgt79,replicate weight for split sample group 2
sp2repwgt80,replicate weight for split sample group 2
sp2repwgt81,replicate weight for split sample group 2
sp2repwgt82,replicate weight for split sample group 2
sp2repwgt83,replicate weight for split sample group 2
sp2repwgt84,replicate weight for split sample group 2
sp2repwgt85,replicate weight for split sample group 2
sp2repwgt86,replicate weight for split sample group 2
sp2repwgt87,replicate weight for split sample group 2
sp2repwgt88,replicate weight for split sample group 2
sp2repwgt89,replicate weight for split sample group 2
sp2repwgt90,replicate weight for split sample group 2
sp2repwgt91,replicate weight for split sample group 2
sp2repwgt92,replicate weight for split sample group 2
sp2repwgt93,replicate weight for split sample group 2
sp2repwgt94,replicate weight for split sample group 2
sp2repwgt95,replicate weight for split sample group 2
sp2repwgt96,replicate weight for split sample group 2
sp2repwgt97,replicate weight for split sample group 2
sp2repwgt98,replicate weight for split sample group 2
sp2repwgt99,replicate weight for split sample group 2
sp2repwgt100,replicate weight for split sample group 2
sp2repwgt101,replicate weight for split sample group 2
sp2repwgt102,replicate weight for split sample group 2
sp2repwgt103,replicate weight for split sample group 2
sp2repwgt104,replicate weight for split sample group 2
sp2repwgt105,replicate weight for split sample group 2
sp2repwgt106,replicate weight for split sample group 2
sp2repwgt107,replicate weight for split sample group 2
sp2repwgt108,replicate weight for split sample group 2
sp2repwgt109,replicate weight for split sample group 2
sp2repwgt110,replicate weight for split sample group 2
sp2repwgt111,replicate weight for split sample group 2
sp2repwgt112,replicate weight for split sample group 2
sp2repwgt113,replicate weight for split sample group 2
sp2repwgt114,replicate weight for split sample group 2
sp2repwgt115,replicate weight for split sample group 2
sp2repwgt116,replicate weight for split sample group 2
sp2repwgt117,replicate weight for split sample group 2
sp2repwgt118,replicate weight for split sample group 2
sp2repwgt119,replicate weight for split sample group 2
sp2repwgt120,replicate weight for split sample group 2
sp2repwgt121,replicate weight for split sample group 2
sp2repwgt122,replicate weight for split sample group 2
sp2repwgt123,replicate weight for split sample group 2
sp2repwgt124,replicate weight for split sample group 2
sp2repwgt125,replicate weight for split sample group 2
sp2repwgt126,replicate weight for split sample group 2
sp2repwgt127,replicate weight for split sample group 2
sp2repwgt128,replicate weight for split sample group 2
sp2repwgt129,replicate weight for split sample group 2
sp2repwgt130,replicate weight for split sample group 2
sp2repwgt131,replicate weight for split sample group 2
sp2repwgt132,replicate weight for split sample group 2
sp2repwgt133,replicate weight for split sample group 2
sp2repwgt134,replicate weight for split sample group 2
sp2repwgt135,replicate weight for split sample group 2
sp2repwgt136,replicate weight for split sample group 2
sp2repwgt137,replicate weight for split sample group 2
sp2repwgt138,replicate weight for split sample group 2
sp2repwgt139,replicate weight for split sample group 2
sp2repwgt140,replicate weight for split sample group 2
sp2repwgt141,replicate weight for split sample group 2
sp2repwgt142,replicate weight for split sample group 2
sp2repwgt143,replicate weight for split sample group 2
sp2repwgt144,replicate weight for split sample group 2
sp2repwgt145,replicate weight for split sample group 2
sp2repwgt146,replicate weight for split sample group 2
sp2repwgt147,replicate weight for split sample group 2
sp2repwgt148,replicate weight for split sample group 2
sp2repwgt149,replicate weight for split sample group 2
sp2repwgt150,replicate weight for split sample group 2
sp2repwgt151,replicate weight for split sample group 2
sp2repwgt152,replicate weight for split sample group 2
sp2repwgt153,replicate weight for split sample group 2
sp2repwgt154,replicate weight for split sample group 2
sp2repwgt155,replicate weight for split sample group 2
sp2repwgt156,replicate weight for split sample group 2
sp2repwgt157,replicate weight for split sample group 2
sp2repwgt158,replicate weight for split sample group 2
sp2repwgt159,replicate weight for split sample group 2
sp2repwgt160,replicate weight for split sample group 2
firsthome,first-time home buyer
marketval,current market value of unit
totbalamt,total remaining debt
protaxamt,monthly property tax amount
insuramt,monthly homeowner or renter insurance amount
hoaamt,monthly homeowners or condominium association amount
lotamt,monthly manufactured home lot rent amount
maintamt,amount of annual routine maintenance costs
mortamt,monthly total mortgage amount (all mortgages)
hincp,household income
fincp,family income
remodamt,total cost of home improvement jobs in last two years
tothcamt,monthly total housing costs
